external_id,name_en,name_es,primary_fine,secondary_count,flags,override
"One-Arm_Overhead_Kettlebell_Squats","One-Arm Overhead Kettlebell Squats","Sentadillas con kettlebell sobre la cabeza a una mano","quads",4,"big_compound",""
"One-Arm_Side_Deadlift","One-Arm Side Deadlift","Peso muerto lateral a una mano","quads",6,"big_compound",""
"One_Arm_Dumbbell_Bench_Press","One Arm Dumbbell Bench Press","Press de banca con mancuerna a una mano","pec_lower",2,"ambiguous_default",""
"One_Arm_Floor_Press","One Arm Floor Press","Press en el suelo a una mano","tri_lateral",2,"ambiguous_default","pec_lower"
"One_Arm_Pronated_Dumbbell_Triceps_Extension","One Arm Pronated Dumbbell Triceps Extension","Extensión de tríceps con mancuerna en pronación a una mano","tri_lateral",0,"ambiguous_default",""
"One_Arm_Supinated_Dumbbell_Triceps_Extension","One Arm Supinated Dumbbell Triceps Extension","Extensión de tríceps con mancuerna en supinación a una mano","tri_lateral",0,"ambiguous_default",""
"Open_Palm_Kettlebell_Clean","Open Palm Kettlebell Clean","Cargada con kettlebell de palma abierta","hamstrings",4,"big_compound","full_body"
"Otis-Up","Otis-Up","Otis-Up","abs_upper",3,"ambiguous_default",""
"Overhead_Squat","Overhead Squat","Sentadilla sobre la cabeza","quads",7,"big_compound",""
"Overhead_Stretch","Overhead Stretch","Estiramiento sobre la cabeza","abs_upper",4,"ambiguous_default|big_compound",""
"Pallof_Press","Pallof Press","Press Pallof","abs_upper",3,"ambiguous_default","obliques"
"Pallof_Press_With_Rotation","Pallof Press With Rotation","Press Pallof con rotación","abs_upper",3,"ambiguous_default","obliques"
"Palms-Down_Dumbbell_Wrist_Curl_Over_A_Bench","Palms-Down Dumbbell Wrist Curl Over A Bench","Curl de muñeca con mancuernas con palmas hacia abajo sobre el banco","forearms",0,"curl_no_biceps",""
"Palms-Down_Wrist_Curl_Over_A_Bench","Palms-Down Wrist Curl Over A Bench","Curl de muñeca con palmas hacia abajo sobre el banco","forearms",0,"curl_no_biceps",""
"Palms-Up_Barbell_Wrist_Curl_Over_A_Bench","Palms-Up Barbell Wrist Curl Over A Bench","Curl de muñeca con barra con palmas hacia arriba sobre el banco","forearms",0,"curl_no_biceps",""
"Palms-Up_Dumbbell_Wrist_Curl_Over_A_Bench","Palms-Up Dumbbell Wrist Curl Over A Bench","Curl de muñeca con mancuernas con palmas hacia arriba sobre el banco","forearms",0,"curl_no_biceps",""
"Pin_Presses","Pin Presses","Press desde pines","tri_lateral",5,"ambiguous_default|big_compound",""
"Plank","Plank","Plancha","abs_upper",0,"ambiguous_default",""
"Plate_Twist","Plate Twist","Giro con disco","abs_upper",0,"ambiguous_default","obliques"
"Plie_Dumbbell_Squat","Plie Dumbbell Squat","Sentadilla plié con mancuerna","quads",4,"big_compound",""
"Plyo_Kettlebell_Pushups","Plyo Kettlebell Pushups","Flexiones pliométricas sobre kettlebells","pec_lower",2,"ambiguous_default",""
"Plyo_Push-up","Plyo Push-up","Flexión pliométrica","pec_lower",2,"ambiguous_default",""
"Power_Clean","Power Clean","Cargada de fuerza","hamstrings",9,"big_compound","full_body"
"Power_Jerk","Power Jerk","Envión de fuerza","quads",6,"big_compound","full_body"
"Power_Partials","Power Partials","Parciales de potencia","delt_side",0,"ambiguous_default",""
"Power_Snatch","Power Snatch","Arrancada de fuerza","hamstrings",7,"big_compound","full_body"
"Power_Snatch_from_Blocks","Power Snatch from Blocks","Arrancada de fuerza desde bloques","quads",8,"big_compound","full_body"
"Power_Stairs","Power Stairs","Escaleras de fuerza","hamstrings",7,"big_compound","full_body"
"Press_Sit-Up","Press Sit-Up","Abdominal con press","abs_upper",3,"ambiguous_default",""
"Prowler_Sprint","Prowler Sprint","Sprint con trineo prowler","hamstrings",5,"big_compound",""
"Push-Up_Wide","Push-Up Wide","Flexión con agarre ancho","pec_lower",3,"ambiguous_default",""
"Push-Ups_-_Close_Triceps_Position","Push-Ups - Close Triceps Position","Flexiones con agarre cerrado para tríceps","tri_lateral",2,"ambiguous_default",""
"Push-Ups_With_Feet_Elevated","Push-Ups With Feet Elevated","Flexiones con pies elevados","pec_lower",2,"ambiguous_default",""
"Push-Ups_With_Feet_On_An_Exercise_Ball","Push-Ups With Feet On An Exercise Ball","Flexiones con pies sobre fitball","pec_lower",2,"ambiguous_default",""
"Push_Up_to_Side_Plank","Push Up to Side Plank","Flexión a plancha lateral","pec_lower",3,"ambiguous_default",""
"Pushups","Pushups","Flexiones","pec_lower",2,"ambiguous_default",""
"Pushups_Close_and_Wide_Hand_Positions","Pushups (Close and Wide Hand Positions)","Flexiones (agarre cerrado y ancho)","pec_lower",2,"ambiguous_default",""
"Rack_Delivery","Rack Delivery","Entrega al rack","delt_side",2,"ambiguous_default","delt_front"
"Rack_Pull_with_Bands","Rack Pull with Bands","Rack pull con goma","lower_back",5,"big_compound",""
"Rack_Pulls","Rack Pulls","Rack pulls","lower_back",4,"big_compound",""
"Return_Push_from_Stance","Return Push from Stance","Empuje de retorno desde la posición","delt_side",2,"ambiguous_default","delt_front"
"Reverse_Band_Bench_Press","Reverse Band Bench Press","Press de banca con goma inversa","tri_lateral",5,"ambiguous_default|big_compound","pec_lower"
"Reverse_Band_Box_Squat","Reverse Band Box Squat","Sentadilla al cajón con goma inversa","quads",7,"big_compound",""
"Reverse_Band_Deadlift","Reverse Band Deadlift","Peso muerto con goma inversa","lower_back",6,"big_compound",""
"Reverse_Band_Power_Squat","Reverse Band Power Squat","Sentadilla de fuerza con goma inversa","quads",5,"big_compound",""
"Reverse_Band_Sumo_Deadlift","Reverse Band Sumo Deadlift","Peso muerto sumo con goma inversa","hamstrings",8,"big_compound",""
"Reverse_Triceps_Bench_Press","Reverse Triceps Bench Press","Press de banca para tríceps con agarre invertido","tri_lateral",2,"ambiguous_default",""
"Rickshaw_Carry","Rickshaw Carry","Paseo rickshaw","forearms",7,"big_compound",""
"Rickshaw_Deadlift","Rickshaw Deadlift","Peso muerto rickshaw","quads",5,"big_compound",""
"Romanian_Deadlift_from_Deficit","Romanian Deadlift from Deficit","Peso muerto rumano desde déficit","hamstrings",4,"big_compound",""
"Rope_Climb","Rope Climb","Trepa de cuerda","lat",4,"big_compound",""
"Rope_Crunch","Rope Crunch","Crunch con cuerda en polea","abs_upper",0,"ambiguous_default",""
"Round_The_World_Shoulder_Stretch","Round The World Shoulder Stretch","Estiramiento de hombros en círculo","delt_side",2,"ambiguous_default",""
"Rowing_Stationary","Rowing, Stationary","Remo en máquina estática","quads",6,"big_compound",""
"Russian_Twist","Russian Twist","Giro ruso","abs_upper",1,"ambiguous_default","obliques"
"Sandbag_Load","Sandbag Load","Carga de saco de arena","quads",10,"big_compound",""
"Scissor_Kick","Scissor Kick","Patada de tijera","abs_upper",0,"ambiguous_default","abs_lower"
"Seated_Band_Hamstring_Curl","Seated Band Hamstring Curl","Curl femoral sentado con goma","hamstrings",0,"curl_no_biceps",""
"Seated_Barbell_Twist","Seated Barbell Twist","Giro sentado con barra","abs_upper",0,"ambiguous_default","obliques"
"Seated_Bent-Over_One-Arm_Dumbbell_Triceps_Extension","Seated Bent-Over One-Arm Dumbbell Triceps Extension","Extensión de tríceps a una mano sentado e inclinado con mancuerna","tri_lateral",0,"ambiguous_default",""
"Seated_Bent-Over_Two-Arm_Dumbbell_Triceps_Extension","Seated Bent-Over Two-Arm Dumbbell Triceps Extension","Extensión de tríceps a dos manos sentado e inclinado con mancuernas","tri_lateral",0,"ambiguous_default",""
"Seated_Dumbbell_Palms-Down_Wrist_Curl","Seated Dumbbell Palms-Down Wrist Curl","Curl de muñeca con palmas hacia abajo sentado con mancuernas","forearms",0,"curl_no_biceps",""
"Seated_Dumbbell_Palms-Up_Wrist_Curl","Seated Dumbbell Palms-Up Wrist Curl","Curl de muñeca con palmas hacia arriba sentado con mancuernas","forearms",0,"curl_no_biceps",""
"Seated_Flat_Bench_Leg_Pull-In","Seated Flat Bench Leg Pull-In","Recogida de piernas sentado en banco plano","abs_upper",0,"ambiguous_default","abs_lower"
"Seated_Front_Deltoid","Seated Front Deltoid","Deltoides frontal sentado","delt_side",1,"ambiguous_default","delt_front"
"Seated_Leg_Curl","Seated Leg Curl","Curl femoral sentado","hamstrings",0,"curl_no_biceps",""
"Seated_Leg_Tucks","Seated Leg Tucks","Recogida de piernas sentado","abs_upper",0,"ambiguous_default","abs_lower"
"Seated_One-Arm_Dumbbell_Palms-Down_Wrist_Curl","Seated One-Arm Dumbbell Palms-Down Wrist Curl","Curl de muñeca a una mano con palmas hacia abajo sentado con mancuerna","forearms",0,"curl_no_biceps",""
"Seated_One-Arm_Dumbbell_Palms-Up_Wrist_Curl","Seated One-Arm Dumbbell Palms-Up Wrist Curl","Curl de muñeca a una mano con palmas hacia arriba sentado con mancuerna","forearms",0,"curl_no_biceps",""
"Seated_Overhead_Stretch","Seated Overhead Stretch","Estiramiento sobre la cabeza sentado","abs_upper",0,"ambiguous_default",""
"Seated_Palm-Up_Barbell_Wrist_Curl","Seated Palm-Up Barbell Wrist Curl","Curl de muñeca con palmas hacia arriba sentado con barra","forearms",0,"curl_no_biceps",""
"Seated_Palms-Down_Barbell_Wrist_Curl","Seated Palms-Down Barbell Wrist Curl","Curl de muñeca con barra sentado con palmas hacia abajo","forearms",0,"curl_no_biceps",""
"Seated_Triceps_Press","Seated Triceps Press","Press de tríceps sentado","tri_lateral",0,"ambiguous_default","tri_long"
"Seated_Two-Arm_Palms-Up_Low-Pulley_Wrist_Curl","Seated Two-Arm Palms-Up Low-Pulley Wrist Curl","Curl de muñeca a dos manos en polea baja sentado con palmas hacia arriba","forearms",0,"curl_no_biceps",""
"Shoulder_Circles","Shoulder Circles","Círculos de hombros","delt_side",1,"ambiguous_default",""
"Shoulder_Raise","Shoulder Raise","Elevación de hombros","delt_side",1,"ambiguous_default","trap"
"Shoulder_Stretch","Shoulder Stretch","Estiramiento de hombros","delt_side",0,"ambiguous_default",""
"Side_Bridge","Side Bridge","Puente lateral","abs_upper",1,"ambiguous_default","obliques"
"Side_Hop-Sprint","Side Hop-Sprint","Salto lateral con esprint","quads",4,"big_compound",""
"Side_Jackknife","Side Jackknife","Navaja lateral","abs_upper",0,"ambiguous_default","obliques"
"Side_To_Side_Chins","Side To Side Chins","Dominadas de lado a lado","lat",4,"big_compound",""
"Side_Wrist_Pull","Side Wrist Pull","Estiramiento lateral de muñeca","delt_side",2,"ambiguous_default",""
"Side_to_Side_Box_Shuffle","Side to Side Box Shuffle","Desplazamiento lateral sobre cajón","quads",4,"big_compound",""
"Single-Arm_Cable_Crossover","Single-Arm Cable Crossover","Cruce en polea a una mano","pec_lower",0,"ambiguous_default",""
"Single-Arm_Linear_Jammer","Single-Arm Linear Jammer","Jammer lineal a una mano","delt_side",2,"ambiguous_default","delt_front"
"Single-Arm_Push-Up","Single-Arm Push-Up","Flexión a una mano","pec_lower",2,"ambiguous_default",""
"Single-Leg_Hop_Progression","Single-Leg Hop Progression","Progresión de saltos a una pierna","quads",4,"big_compound",""
"Single-Leg_Lateral_Hop","Single-Leg Lateral Hop","Salto lateral a una pierna","quads",4,"big_compound",""
"Single-Leg_Stride_Jump","Single-Leg Stride Jump","Salto a zancada a una pierna","quads",4,"big_compound",""
"Single_Dumbbell_Raise","Single Dumbbell Raise","Elevación con una mancuerna","delt_side",2,"ambiguous_default",""
"Sit-Up","Sit-Up","Abdominal","abs_upper",0,"ambiguous_default",""
"Skating","Skating","Patinaje","quads",5,"big_compound",""
"Sled_Push","Sled Push","Empuje de trineo","quads",5,"big_compound",""
"Sledgehammer_Swings","Sledgehammer Swings","Golpes con mazo","abs_upper",5,"ambiguous_default|big_compound","obliques"
"Smith_Incline_Shoulder_Raise","Smith Incline Shoulder Raise","Elevación de hombros inclinado en máquina Smith","delt_side",1,"ambiguous_default",""
"Smith_Machine_Bench_Press","Smith Machine Bench Press","Press de banca en máquina Smith","pec_lower",2,"ambiguous_default",""
"Smith_Machine_Close-Grip_Bench_Press","Smith Machine Close-Grip Bench Press","Press de banca con agarre cerrado en máquina Smith","tri_lateral",2,"ambiguous_default",""
"Smith_Machine_Hang_Power_Clean","Smith Machine Hang Power Clean","Cargada de fuerza desde suspensión en máquina Smith","hamstrings",5,"big_compound","full_body"
"Smith_Machine_Hip_Raise","Smith Machine Hip Raise","Elevación de cadera en máquina Smith","abs_upper",0,"ambiguous_default","abs_lower"
"Smith_Machine_One-Arm_Upright_Row","Smith Machine One-Arm Upright Row","Remo al mentón a una mano en máquina Smith","delt_side",2,"ambiguous_default",""
"Smith_Machine_Squat","Smith Machine Squat","Sentadilla en máquina Smith","quads",4,"big_compound",""
"Snatch","Snatch","Arrancada","quads",7,"big_compound","full_body"
"Snatch_Balance","Snatch Balance","Equilibrio de arrancada","quads",5,"big_compound",""
"Snatch_Deadlift","Snatch Deadlift","Peso muerto de arrancada","hamstrings",6,"big_compound",""
"Snatch_Pull","Snatch Pull","Tirón de arrancada","hamstrings",5,"big_compound","full_body"
"Snatch_from_Blocks","Snatch from Blocks","Arrancada desde bloques","quads",8,"big_compound","full_body"
"Speed_Squats","Speed Squats","Sentadillas a velocidad","quads",4,"big_compound",""
"Spell_Caster","Spell Caster","Spell caster (giro con mancuerna)","abs_upper",2,"ambiguous_default","obliques"
"Spider_Crawl","Spider Crawl","Spider crawl (reptación de araña)","abs_upper",3,"ambiguous_default",""
"Spinal_Stretch","Spinal Stretch","Estiramiento de la columna","rhomboids",4,"big_compound",""
"Split_Clean","Split Clean","Cargada en tijera","quads",7,"big_compound","full_body"
"Split_Jerk","Split Jerk","Envión en tijera","quads",4,"big_compound","full_body"
"Split_Snatch","Split Snatch","Arrancada en tijera","hamstrings",9,"big_compound","full_body"
"Squat_Jerk","Squat Jerk","Envión en sentadilla","quads",5,"big_compound","full_body"
"Squat_with_Bands","Squat with Bands","Sentadilla con gomas","quads",5,"big_compound",""
"Squat_with_Chains","Squat with Chains","Sentadilla con cadenas","quads",5,"big_compound",""
"Squat_with_Plate_Movers","Squat with Plate Movers","Sentadilla con discos desplazados","quads",5,"big_compound",""
"Squats_-_With_Bands","Squats - With Bands","Sentadillas con gomas","quads",4,"big_compound",""
"Standing_Bent-Over_One-Arm_Dumbbell_Triceps_Extension","Standing Bent-Over One-Arm Dumbbell Triceps Extension","Extensión de tríceps a una mano con mancuerna inclinado de pie","tri_lateral",1,"ambiguous_default",""
"Standing_Bent-Over_Two-Arm_Dumbbell_Triceps_Extension","Standing Bent-Over Two-Arm Dumbbell Triceps Extension","Extensión de tríceps a dos manos con mancuernas inclinado de pie","tri_lateral",0,"ambiguous_default",""
"Standing_Cable_Chest_Press","Standing Cable Chest Press","Press de pecho en polea de pie","pec_lower",2,"ambiguous_default",""
"Standing_Cable_Lift","Standing Cable Lift","Elevación en polea de pie","abs_upper",1,"ambiguous_default","obliques"
"Standing_Cable_Wood_Chop","Standing Cable Wood Chop","Leñador en polea de pie","abs_upper",1,"ambiguous_default","obliques"
"Standing_Dumbbell_Straight-Arm_Front_Delt_Raise_Above_Head","Standing Dumbbell Straight-Arm Front Delt Raise Above Head","Elevación frontal de deltoides con brazo recto sobre la cabeza de pie con mancuerna","delt_side",0,"ambiguous_default","delt_front"
"Standing_Dumbbell_Triceps_Extension","Standing Dumbbell Triceps Extension","Extensión de tríceps de pie con mancuerna","tri_lateral",0,"ambiguous_default",""
"Standing_Front_Barbell_Raise_Over_Head","Standing Front Barbell Raise Over Head","Elevación frontal sobre la cabeza de pie con barra","delt_side",0,"ambiguous_default","delt_front"
"Standing_Lateral_Stretch","Standing Lateral Stretch","Estiramiento lateral de pie","abs_upper",0,"ambiguous_default","obliques"
"Standing_Leg_Curl","Standing Leg Curl","Curl femoral de pie","hamstrings",0,"curl_no_biceps",""
"Standing_Low-Pulley_Deltoid_Raise","Standing Low-Pulley Deltoid Raise","Elevación de deltoides en polea baja de pie","delt_side",1,"ambiguous_default",""
"Standing_Low-Pulley_One-Arm_Triceps_Extension","Standing Low-Pulley One-Arm Triceps Extension","Extensión de tríceps a una mano en polea baja de pie","tri_lateral",2,"ambiguous_default",""
"Standing_One-Arm_Dumbbell_Triceps_Extension","Standing One-Arm Dumbbell Triceps Extension","Extensión de tríceps a una mano de pie con mancuerna","tri_lateral",2,"ambiguous_default","tri_long"
"Standing_Palms-Up_Barbell_Behind_The_Back_Wrist_Curl","Standing Palms-Up Barbell Behind The Back Wrist Curl","Curl de muñeca tras la espalda con palmas hacia arriba de pie con barra","forearms",0,"curl_no_biceps",""
"Standing_Rope_Crunch","Standing Rope Crunch","Crunch en polea con cuerda de pie","abs_upper",0,"ambiguous_default",""
"Standing_Towel_Triceps_Extension","Standing Towel Triceps Extension","Extensión de tríceps con toalla de pie","tri_lateral",0,"ambiguous_default",""
"Star_Jump","Star Jump","Salto de estrella","quads",4,"big_compound",""
"Stomach_Vacuum","Stomach Vacuum","Vacío abdominal","abs_upper",0,"ambiguous_default","abs_lower"
"Straight-Arm_Dumbbell_Pullover","Straight-Arm Dumbbell Pullover","Pullover con brazo recto con mancuerna","pec_lower",3,"ambiguous_default",""
"Straight_Raises_on_Incline_Bench","Straight Raises on Incline Bench","Elevaciones rectas en banco inclinado","delt_side",1,"ambiguous_default","delt_front"
"Stride_Jump_Crossover","Stride Jump Crossover","Salto en zancada cruzado","quads",4,"big_compound",""
"Sumo_Deadlift","Sumo Deadlift","Peso muerto sumo","hamstrings",7,"big_compound",""
"Sumo_Deadlift_with_Bands","Sumo Deadlift with Bands","Peso muerto sumo con gomas","hamstrings",7,"big_compound",""
"Sumo_Deadlift_with_Chains","Sumo Deadlift with Chains","Peso muerto sumo con cadenas","hamstrings",8,"big_compound",""
"Supine_Chest_Throw","Supine Chest Throw","Lanzamiento de pecho tumbado","tri_lateral",2,"ambiguous_default","pec_lower"
"Supine_One-Arm_Overhead_Throw","Supine One-Arm Overhead Throw","Lanzamiento sobre la cabeza a una mano tumbado","abs_upper",3,"ambiguous_default",""
"Supine_Two-Arm_Overhead_Throw","Supine Two-Arm Overhead Throw","Lanzamiento sobre la cabeza a dos manos tumbado","abs_upper",3,"ambiguous_default",""
"Suspended_Fallout","Suspended Fallout","Rollout en suspensión","abs_upper",3,"ambiguous_default",""
"Suspended_Push-Up","Suspended Push-Up","Flexión en suspensión","pec_lower",2,"ambiguous_default",""
"Suspended_Split_Squat","Suspended Split Squat","Zancada en suspensión","quads",5,"big_compound",""
"Svend_Press","Svend Press","Press Svend","pec_lower",3,"ambiguous_default",""
"Tate_Press","Tate Press","Press Tate","tri_lateral",2,"ambiguous_default",""
"Tire_Flip","Tire Flip","Volteo de neumático","quads",9,"big_compound","full_body"
"Toe_Touchers","Toe Touchers","Toques de puntas de pies","abs_upper",0,"ambiguous_default",""
"Torso_Rotation","Torso Rotation","Rotación de torso","abs_upper",0,"ambiguous_default","obliques"
"Tricep_Side_Stretch","Tricep Side Stretch","Estiramiento lateral de tríceps","tri_lateral",1,"ambiguous_default",""
"Triceps_Stretch","Triceps Stretch","Estiramiento de tríceps","tri_lateral",1,"ambiguous_default",""
"Tuck_Crunch","Tuck Crunch","Crunch encogido","abs_upper",0,"ambiguous_default",""
"Two-Arm_Kettlebell_Clean","Two-Arm Kettlebell Clean","Cargada a dos manos con kettlebell","delt_side",5,"ambiguous_default|big_compound","full_body"
"Two-Arm_Kettlebell_Jerk","Two-Arm Kettlebell Jerk","Envión a dos manos con kettlebell","delt_side",3,"ambiguous_default","full_body"
"Upright_Barbell_Row","Upright Barbell Row","Remo al mentón con barra","delt_side",1,"ambiguous_default",""
"Upward_Stretch","Upward Stretch","Estiramiento hacia arriba","delt_side",2,"ambiguous_default",""
"Weighted_Ball_Side_Bend","Weighted Ball Side Bend","Flexión lateral con balón y peso","abs_upper",0,"ambiguous_default","obliques"
"Weighted_Crunches","Weighted Crunches","Crunch con peso","abs_upper",0,"ambiguous_default",""
"Weighted_Jump_Squat","Weighted Jump Squat","Sentadilla con salto y peso","quads",4,"big_compound",""
"Weighted_Sit-Ups_-_With_Bands","Weighted Sit-Ups - With Bands","Abdominales con goma","abs_upper",0,"ambiguous_default",""
"Wide-Grip_Barbell_Bench_Press","Wide-Grip Barbell Bench Press","Press de banca con barra agarre ancho","pec_lower",2,"ambiguous_default",""
"Wide_Stance_Barbell_Squat","Wide Stance Barbell Squat","Sentadilla con barra piernas abiertas","quads",4,"big_compound",""
"Wind_Sprints","Wind Sprints","Sprints","abs_upper",0,"ambiguous_default","glutes|hamstrings|quads"
"Yoke_Walk","Yoke Walk","Paseo con yugo","quads",7,"big_compound",""
